V1,V2,V3,V4
0.188712825,-0.700368345,-3.666094434,0.226283616
0.240496475,0.707094214,-1.074562044,1.786854904
-0.995251739,-0.768571244,-0.377442283,0.364459173
-0.395351356,1.372412212,-0.253001945,0.123389216
-0.412162061,-0.719210093,-0.801286718,0.118930863
-0.380457666,0.966196434,-1.469132379,0.446941678
-0.35574034,-0.417372463,-0.603587321,0.593429361
-0.018615325,1.184688985,-0.739073853,0.408886656
-0.891690809,-1.746514657,-0.415330675,0.254042587
-0.833477158,2.125003155,-0.23252261,0.244712934
-0.781595867,-0.952853359,-0.667089921,0.251856329
-0.581893432,1.422318812,-0.704339541,0.322758999
-0.674778128,-0.07415638,-0.583733155,0.258662342
-0.628701879,0.854221113,-0.507945713,0.344537807
-0.652945109,-0.412051435,-0.437649793,0.357037557
-0.607856107,1.011027488,-0.534786706,0.237935847
-0.546091027,-0.28073558,-0.601010719,-0.007585021
-0.641711993,0.687919347,-0.664057508,-0.435369108
-0.447402363,0.013151743,-0.658815788,1.1492399
-0.343225002,0.319497606,-0.50749356,0.049349607
-0.306839607,-0.202675837,-0.421183206,0.160006873
-0.212546197,0.430516463,-0.444434017,-0.021754286
-0.229834477,-0.144658203,-0.232754801,0.307633987
-0.214151537,0.298932673,0.105703284,0.025839996
-0.281307811,-0.117158348,-0.134189474,-0.256685244
-0.263807866,0.341529862,-0.588613657,0.22382552
-0.230676027,-0.033478407,-0.017393861,0.31672254
-0.247838071,0.232202584,-0.207699468,0.042198385
-0.236971946,0.671558627,-0.200129491,-0.089245089
-0.253059352,-0.291294669,-0.244047675,0.21722337
-0.295966474,0.692167755,-0.185113974,0.211848384
-0.305776403,-0.299905986,-0.323479306,0.130290753
-0.284664797,0.918111283,-0.282771232,0.220284459
-0.404493661,-0.461552608,-0.277639984,0.136362488
-0.375277956,0.71442778,-0.260208568,0.243689248
0.107898553,-0.225684514,-0.365015845,0.141530295
0.141308025,0.083556213,-0.194638969,-0.783633981
0.130845682,-0.562726827,0.099069537,0.356224195
0.051876695,0.320454352,-0.277964545,0.094956114
0.00658518,-0.26465051,-0.154171158,-0.296628792
0.49091765,0.491541828,-0.064835935,0.21178488
0.457036195,-0.798510212,-0.099923907,0.073006839
0.399633956,0.194292703,-0.362952872,0.251702817
0.372737774,-0.764012257,-0.429194773,0.217258333
1.273440318,0.270095508,-0.489173566,-0.004873017
1.185691293,-1.662940125,-0.341617854,-0.000818045
1.127338978,0.458749955,-0.931678233,0.15493055
1.052208385,-1.15633437,-0.99749691,0.525864936
0.97518974,0.117224194,-0.87207167,0.40228179
0.758721064,-0.839456057,-0.945861113,0.429270819
0.702073074,-0.647778498,-0.890221162,0.987953941
0.65268809,-0.078004532,-0.744704271,0.284834236
0.62781163,-0.368197532,-0.542554028,0.744022267
0.643520917,-0.244456704,-0.627999982,0.189018441
0.67981211,-0.357837126,-0.57742334,0.294607486
0.635204898,-0.281640761,-0.048863786,0.429991261
0.660696847,-0.280935485,-0.443883185,-0.169572106
0.572146149,-0.264399998,-0.534421877,0.34677994
0.72930333,-0.348410545,-0.757777703,0.249835885
0.692444857,-0.341058496,-0.612510307,0.40291786
0.641987351,-0.307355137,-0.602002587,-0.120428016
0.609320915,-0.20076999,1.717805874,0.412257522
0.567208234,-0.081370587,-0.051106711,0.799384857
0.67296108,-0.443242602,-0.761991586,-0.050510481
0.977551479,-0.145452769,-0.611294272,0.468441934
1.954050622,-0.400770708,-0.603137827,0.877037894
1.546791537,-0.521903558,-1.064817697,0.280714195
1.138831123,-0.496137567,-1.589341434,0.373103316
1.047364533,-0.52475664,-1.430700093,0.778606218
0.975460922,-0.246512401,-1.114488685,0.598334672
0.975372922,-0.55464167,-0.994467417,0.499253071
0.91117449,-0.004708699,-0.891990914,0.501036758
0.021325714,-0.136219791,-0.877821966,1.472225386
0.01698232,-0.149803594,-0.781454572,0.193893159
0.072570945,0.091072349,-0.204954069,0.547307971
0.068778612,-0.136390375,-0.0621964,0.056835924
0.108276931,-0.070362379,0.058297949,-0.406137107
0.099702171,-0.097141604,-0.204244532,0.553631034
0.092009274,0.335663888,0.471679572,0.182532095
0.08630598,-0.367750056,0.23255002,0.267518457
0.087241836,0.21039633,-0.007158848,0.145325452
0.081998142,-0.928727371,-0.059006434,0.071899984
0.076505273,0.61964301,1.286173055,-0.902983148
0.041057519,-0.601333062,0.129171378,0.841326119
0.043605111,0.378144357,0.167002398,-0.103697009
0.040775259,-0.33391119,-0.019728906,0.24859007
0.182052091,0.222954983,-0.02270826,0.447595628
0.341815561,-0.660238839,-0.073590038,0.009694887
0.318850259,0.199797211,-0.127982767,-0.014775604
0.29155032,-0.387967468,-0.123586667,0.150757774
0.245362024,-0.087427134,-0.596148814,0.118886902
0.236016686,0.757411938,-0.334373736,1.377996532
0.219767578,-0.572258148,-0.125550413,-0.052305813
0.200528535,0.238803757,-0.340200576,0.178295899
0.186691671,-1.34186611,-0.216422782,0.226403592
0.149968966,-0.12334894,-0.187308721,0.077606724
0.173626137,-0.080937672,-0.15624117,0.172919152
0.152699245,-0.131346799,-0.138735371,-0.460764958
0.325761413,-0.120345182,-0.22246162,0.269490389
0.309838839,0.344563264,-0.148709557,0.145667625
0.309360422,-0.450436968,-0.336017178,0.324225855
0.156739629,0.152466229,-0.166396047,0.180009626
0.146403775,-0.294686298,0.201613251,0.111120697
0.176909459,0.15830264,-0.026460513,0.16872438
0.077951701,-0.281928978,-0.10501279,-0.132282457
0.070682907,0.149418788,-0.142701398,1.170518159
0.065806196,-0.169750601,-0.087276748,-0.113334053
-0.197631847,2.382374551,-0.068123631,0.164542429
-0.180856359,-1.976433514,-0.560295878,-0.076992914
-0.107785367,1.700410514,0.460017501,0.203651185
-0.163841768,-1.815204765,0.007604846,-0.144515128
-0.148221997,1.582742022,-0.042900577,0.210680032
-0.363974981,-1.098011924,-0.215226852,0.225073036
-0.338850744,2.205405436,-0.148253122,-0.772920397
-0.737288342,-1.39803548,-0.252548378,-1.097392123
-0.54535654,1.374880209,-0.247378074,0.383294103
-0.500866526,-0.796457104,0.042189424,0.107923867
-0.466286544,1.622799071,-0.3655254,0.067329672
-0.480670151,-2.085201128,-0.377162482,0.16873596
-0.24082204,2.137964349,-1.396624775,0.170859088
0.536973022,-1.526180987,-0.801036816,0.573415157
-0.141494652,0.725481013,-0.347939237,0.12560558
