T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
3.9288132344438838,17.655632386365113,-10.098877426896472,10.610165800053723,16.328945668687656,14.22770990696591,4.169524129080287,12.065924693284384,-15.36653118563251,-3.704062221152496
13.1318635992473,16.21963191325725,1.44368288457184,11.836948750261952,25.042932213593637,-6.98145192345304,2.1346375232500914,11.131516888084697,-9.970779544137688,5.726718041055591
23.978257600667803,8.232372363189267,-3.1355545294561082,13.62126907157635,11.982321325700495,-12.756568205915595,10.47831331254736,15.306101761893323,-10.817177524383197,2.2457052554760986
19.73976295421336,4.948385712570607,-4.724601644884781,14.27312861771093,3.0393894956544805,-12.69752505583685,2.103173462170474,15.295656322387435,-20.70738557240967,-6.5987833822087
12.484976331608761,8.670525385310981,1.2932075213514582,17.463411261642953,-5.844775395409431,-3.661857434789644,-12.349382876156858,21.890834636822586,-9.736829640264029,4.3097598943518145
14.581483292256706,9.760960972367538,5.388812314102777,14.533147693262418,-0.27796739833737555,9.848152371056552,4.6510994450454906,22.802897878528558,17.65007013258069,0.6116409844391534
13.521367150307656,21.644073065945914,4.060909865411163,10.712717370651582,10.28004470464839,15.562638608664003,22.34788600521595,4.332180360890815,-12.329232941794837,-2.1877363594954704
-3.7808158074035094,26.9806752972708,17.11198851780724,7.087692869398614,19.569108198657556,2.4380981492778178,-14.375564103068092,-8.130694212826961,-1.5633108900704349,-7.183608864143473
-9.460740578730439,-2.1095712623555998,34.96740724554155,10.89851582701273,3.6171945320191345,-10.897841476815,4.4337817335269865,-5.589921989782424,0.9767085051802818,-3.522181746630467
-2.1916649558343395,-16.308906141907904,17.12515941696261,3.7975332002146005,-26.481560877640614,1.6021505164807581,4.545567938907326,1.4968049130493946,4.873483893026064,-1.8401795348597
2.8505274718098645,-10.338334524716085,22.09110257633699,-7.5945743773980405,-13.573499383536328,-9.139514989370713,-1.9780096838949692,6.852086889916983,5.996434074617442,-0.44133936654079586
5.026754973296765,3.653537213208303,26.860070922372728,0.6098313532924925,3.8244380500287516,-6.857219125058566,-4.195537730659842,1.1201433589686758,10.266241758147794,2.7443908812452964
7.618958149560903,15.82691471507518,18.226503866187656,-5.6703764311882745,11.807672734935833,-1.8231452120757725,1.6497159313280576,2.016455081091722,13.03660353920965,11.182673525250845
6.546318694791859,9.516511764967078,-0.7945011298043421,-3.6489378446371523,15.426760012742536,10.81086656423533,-0.6409130750963034,6.357309593000462,21.299354938210573,19.620303437531884
-7.004215707699831,11.771861399355469,4.597954529068284,-0.35908801915566646,14.45267629897367,10.124560024474855,-7.587498326336571,2.240380802393328,30.447418445166363,-4.3020896141621465
-0.42696438033991857,12.095427047855713,10.600149586033906,5.175556260338935,13.81868609156896,-5.535097945899926,-7.418063063054229,-19.035086013665715,17.98126046585356,16.082254319317087
24.606478720174476,8.413598486276943,9.4116886012139,4.842520748476488,5.527842835409775,-4.106508658700752,13.851677523114558,-16.6631489396087,-8.21370594882451,11.626283256240292
26.470953080508135,-6.1668273382307675,-0.5188616869650571,6.116406768549662,7.097975382606943,4.783127001507706,15.079426929185763,-11.215368883529372,7.369808554783023,17.0768982210857
-14.107794761606,-4.648010709798936,-7.783877343537885,11.297378552524032,15.999173818520099,4.908058092669291,3.6313085103962464,-9.370815058544473,-3.8473678617225016,26.966704584333254
22.425375541371118,-4.722774109967182,-1.0496539919665502,7.128943123492739,21.245027553140307,-2.7763624916755316,5.850664863859325,-9.021770728232411,-16.470061674024876,6.326306278688898
13.775311950014002,17.622831731382735,0.9292572811521385,11.463193865723653,20.14062523460277,0.6779222373887842,11.172149394455051,-9.076008293334029,7.671636323607535,-10.755727655994498
15.397540391822591,20.28462406592464,2.575268707091224,13.119682170984511,19.843929106942927,0.5776866878661246,11.117930069468114,6.62849052640851,13.874410600526895,9.734166912082664
11.822451262390084,4.403327930063221,2.8680435035900844,16.319875616627083,17.805095853138642,-1.23622064467147,12.491569284136451,26.97581845409117,17.520608698208537,10.132056103935296
12.71965157363659,11.120779433769219,10.443778960386323,19.08327424456543,1.455582420753069,-5.68624516735497,5.577848406578152,36.029149054580415,-9.335347129465784,6.004424940942721
21.323068213981372,13.553249659961256,1.9390532062339232,4.57361273362318,-8.454608807314854,3.0031213059936097,4.174192290972564,36.32873056504831,17.019711230601917,1.6456395551631366
22.419224308652453,5.803354195626309,-9.910129655888777,14.593681106083944,4.931330248700356,4.770849994545227,19.68873074700254,20.119818432718958,-26.13367774930971,4.530220603882976
1.2692111131822044,8.164044489147123,-4.987604772838693,7.114837278624135,24.996438579285538,8.130503248753255,-2.90532687270498,-19.70646071952529,10.985021551964751,-26.183052390575607
4.127440349369083,7.218102352008193,-2.2735969227088173,4.4735881506354715,26.033426379764734,-2.981096243111738,12.738370562643212,-13.287367185470005,14.44207587256156,23.85403742876212
4.050745490543693,7.50048361866755,4.359151332507103,8.611200682113278,28.99880569465908,2.706816936981531,-3.2031202301823605,-4.3918929528190915,2.52577694252192,31.729235348168345
2.841899976936103,-10.172800544904439,3.1862900712183504,21.937855058995556,3.548249838831731,-15.014389214026547,14.588939722120912,7.532391842726023,1.439836091782198,30.979974172805434
-15.503658807321546,3.9417952536166023,10.923198327342892,20.487403313747638,-13.987560533742734,3.677678189738261,0.7676974715712023,20.510411413009813,19.209665652254298,-13.710007404884095
-7.772241157340416,-11.047377865652233,0.03194003609347204,14.779136355159668,-8.077338787358366,7.7330882866046355,24.887998632111223,-12.276040123587256,-14.201482449884534,-12.151342240093076
-1.2454793332976815,-10.107132003547811,-11.020020963691572,4.305325410673245,12.333886565318664,11.677134395009967,13.249093275310484,-2.166073831414954,26.41345432753204,7.566373027276135
3.422880156801507,-1.4679523511431702,-8.267279841421532,-8.043759437039661,1.1621648473345194,23.73266874655531,6.117076794265242,6.51360491450959,22.951101169242158,-10.17397325288182
15.650586765439508,-0.8366727968460359,-5.031593025031679,-0.7773142981977325,-8.465626919299853,9.56200657820058,29.417795692500007,5.419307164842037,10.695703614134825,2.3076307702095074
14.595981010892727,-7.164583606379249,3.8516394694591507,3.384534798490435,-5.371136540302382,-7.496049651777296,28.664555911391833,10.833183774813325,-10.716278445915446,6.667364868746075
14.933077203843434,7.707272935560128,8.779387632563484,1.518363946224387,-8.92655603309508,-15.501299573648506,14.582074741415582,2.868052546160406,-18.70710676360395,-7.934780317925972
-8.231418395139272,13.024785776737353,6.935272889608491,-6.193728316740801,1.8199354808395392,-16.159341828018984,3.154077499910573,4.076348167318473,-18.502906390600483,0.5241361840533237
15.196208684856291,11.092233298094147,-1.944156429733033,-5.143516772619651,13.818492452553198,-0.6877409557760293,8.978154513504794,2.9274349444043475,-12.904572101789578,6.951896765810173
15.970813239284501,2.917030434583032,-10.470403886481643,-6.357772249974074,6.404128953789951,14.827091273817322,-0.3402730810123301,-4.2829694241034275,-6.884759155722364,-9.797557803025194
8.052564090446324,5.446979939780559,-12.350827838414084,0.888259404096774,-0.616071387334747,17.038749292590587,0.7012581655443502,2.847893647529394,-2.9318472234777873,-11.41200578757487
1.748854072116728,7.13992293662123,-8.478096890660504,4.559797036698614,13.202448380370996,16.129515479527786,-2.0867073355024277,2.9705321976256114,-2.186491087885298,-7.683303134936712
-0.41698184243577363,9.663448705692884,-2.4107352240906144,2.635171468997255,19.939690257234346,0.4144607286603091,-7.946127993523063,10.681758546260502,2.2740930571733258,-4.104505661358911
0.17940720824202877,11.437915119778436,4.8560943161700525,6.1312014986429375,17.699800505439626,-10.85368221656217,1.871734258067767,9.847396106516548,4.22968101634296,-4.905867819899524
-1.4721805611386638,12.309164161629491,16.569115786951723,5.606660924654987,3.451231354912697,-10.441572728924266,2.2153756172055106,16.2559898757816,-3.193605814657513,-1.4338052179056024
3.3920766144010748,15.001889682540753,14.307777190415885,-7.467174878433561,10.153011765286507,-6.231544485464649,-5.41444821399999,14.92888377127797,6.5964343014905324,1.8877390774523983
5.5161060511009365,19.211449586410634,-3.057856817125161,-4.97881009728469,17.981321145912084,1.580277843635822,-1.8432036743854145,11.418865143170638,12.51619384975662,-3.3489298548515354
3.789309622444835,18.639788107786902,-13.196086312192017,0.5587042751974057,16.56163249066748,6.290634235431174,-0.9666047641114527,12.484584032784145,9.500450507487916,-7.669049725624816
