V1,V2,V3
-0.092238249,0.007409001,-1.101130018
-0.018844708,-0.083021237,1.335549014
-0.017986491,0.593394075,-0.653552031
-0.408050534,0.26424028,0.657575991
-0.258153432,-0.255611918,0.607192702
-0.124683524,0.317480492,0.14521434
-0.066910489,-0.405487524,0.055541981
-0.188963817,-0.256394918,0.485381087
-0.083284904,-0.139973453,-0.034036718
-0.047212265,3.300919697,1.304300977
-0.01904443,1.491845656,-0.167491564
-0.007112452,0.672389972,0.051125676
-0.158833978,0.20007892,0.269176481
-0.085585113,0.206838276,0.198025538
-0.070798599,0.276336827,0.209417839
0.330138425,0.031321776,0.202520868
0.224724646,0.314902416,0.339256873
0.127217172,0.279882715,1.157341915
-0.022971396,0.156388663,-0.660180382
-0.012987032,0.053049711,0.295970554
-0.006942645,0.015322397,0.563279378
-0.180624446,-0.020858254,0.007417765
0.996836424,-0.146375137,0.425508472
0.570398035,0.578889964,-0.056679936
0.807582679,0.760756463,-0.601362759
0.319334048,1.360354645,0.484420614
0.618433898,0.941801114,-0.042378483
0.09798815,1.230884484,0.006931694
0.027848882,0.661252617,-0.071489073
0.031725919,1.161598076,0.560764803
0.017969797,0.562052072,-0.512712192
-1.301037538,0.285230608,0.984204099
-0.871600995,-0.335238616,-0.318076312
-0.434563791,-0.834162063,-1.152008083
0.664157028,-0.969528275,0.178818609
0.452518044,0.139444127,-0.286232991
0.25404469,0.469554258,0.136190613
0.194337419,0.909583121,0.506882494
-0.039633931,0.614909655,-0.339587921
-0.009176292,0.25590314,0.694424457
-0.249845847,0.067081099,-0.134653772
-0.14142751,0.50355072,0.771647601
-0.080279571,-0.096622424,-0.414921688
0.006158722,-0.147148284,0.605559299
0.000705378,-0.044022767,0.040157082
0.174065849,0.212485129,-0.498114702
0.097769921,0.263349846,1.556528579
0.113882147,0.265659297,-0.903898502
0.113134463,0.238004114,1.061536418
-0.559799671,0.360208156,-0.474242707
-0.316874208,-0.003989309,0.62375735
-0.17936478,0.257782331,-0.556691576
-0.148756585,-0.046931563,0.044983053
-0.083627476,-0.162488947,0.049836933
-0.355704681,0.016508163,0.34680633
-0.184144602,-0.275438504,0.070352828
-0.090988811,-0.311130621,0.127740778
-0.048792965,-0.270519448,0.142891966
1.49138556,-0.053463883,0.788049942
0.848586041,0.823249041,-0.194203239
0.480380268,0.889257933,-0.287119095
0.232658571,0.817305869,-0.180258137
0.134321965,0.564302813,0.047983515
-0.012931636,0.448509777,0.285684539
0.198399469,0.202529672,0.051457284
0.08514073,0.28918574,0.382094254
0.048592613,0.224687539,0.179380776
0.815664804,0.237227897,0.217207225
0.619500342,0.741441647,0.458911652
0.352102467,0.871588168,-1.068061516
0.462072235,0.637609245,0.487746112
0.261543791,0.433372363,0.023789561
0.19833951,0.447185745,0.519680485
0.11227251,0.333486433,0.322190969
-0.010676631,0.270868621,-0.27782297
0.00192216,-0.110403305,0.438987319
0.08273635,-0.091896445,0.457053323
0.042687801,0.023486041,0.193089016
-0.107894172,0.022932997,0.213537104
-0.075810639,0.171437401,0.206578341
-1.39065863,0.00192377,0.172605693
-0.809634995,-0.885705634,0.321101967
-0.582631257,-0.986875964,-1.541248489
0.497384877,-0.965502286,0.59350166
0.263524788,-1.199975536,0.198608276
-0.218143815,-0.178172643,-0.475887156
-0.057440587,-0.212996244,0.534964247
-0.033052621,-0.11569698,-0.173632003
-0.018698244,-0.422938712,0.440006899
-0.009912962,-0.659630359,0.062170942
-0.004694272,-0.260399612,-3.413649337
-0.007907288,-0.30675443,2.943953547
0.082539958,-0.119860533,-1.77367462
0.061048364,0.020115317,1.687159071
0.022367956,0.072346944,-1.047811926
0.01215747,0.003396375,1.257676899
-0.077339977,0.149256146,-0.496700303
-0.04156337,-0.007702448,0.028975906
0.016707808,-0.042696346,0.23604086
0.037015683,-0.004746494,0.223302532
0.044184471,0.012999306,0.28316561
0.024808249,0.04769011,0.160276893
0.407631628,0.02390576,0.27526968
0.229854137,0.402331255,0.207313958
0.130113663,0.34778468,-0.285787068
0.069852578,0.287608989,0.433029584
0.039594328,0.201820743,0.123846831
0.021021238,0.144301013,0.262545939
0.851139084,0.088652454,0.674499698
0.48951726,0.692631856,-0.086245953
-0.199582536,0.745186785,-0.614074043
-0.121143672,0.047579098,0.297159301
-0.35262725,-0.098142176,-0.493734503
-0.131484003,-0.313837892,0.865587371
0.185302622,-0.271751682,-0.554088508
0.095716167,0.023613313,0.704933906
0.077275709,0.100600917,0.375512046
0.042814418,-0.248261614,-0.542804684
0.031030112,-0.078286204,0.740227392
0.537493099,-0.007669716,0.07002614
0.299985427,0.448949911,0.381531465
-0.017704668,0.499951059,-0.413972803
0.027035193,-0.145278352,0.367966528
0.029087067,-0.221347891,0.616390732
0.047056146,-0.071407772,0.063709553
0.134784845,-0.005159353,0.379905846
0.044693361,0.203139139,0.07125784
-0.734607671,0.134764041,0.35161421
-0.303050345,-0.510039855,-1.216209549
-0.178368558,-0.482232207,0.721914488
-0.276983838,-0.396058967,-0.449442535
-0.316249321,-0.457463949,0.602021586
-0.035348226,-0.545160625,-0.325437515
-0.019417835,-0.350291506,-0.179466255
-0.00821252,-0.177140425,-1.684568635
0.056847624,-0.106012691,1.65668237
0.001163839,-0.093014073,-0.76640077
-0.141767524,0.109874891,1.629613272
-0.142303161,-0.13325743,-0.776257676
-0.21531945,-0.250467178,0.825219309
-0.12435011,-0.241939722,-0.207221459
-0.141118485,-0.23783232,0.365464941
-0.079875586,-0.244691245,0.024462359
-0.056332271,2.016366832,0.268205606
-0.031938535,0.958992473,0.189317773
0.009356846,-0.173851457,-0.078229822
0.280448023,-0.321659818,0.488802264
0.535433726,-0.089367331,0.048083588
0.303238724,1.01603618,0.107226424
0.172608747,0.740449464,-0.421419035
0.084567581,0.528569753,0.361176992
0.149675573,0.334017681,0.03435519
0.44414201,-0.092594932,0.072996814
0.230494133,0.34475876,-0.584239914
0.1750861,0.396107533,0.401193805
0.095529461,0.143962065,-0.116767652
0.053574257,0.316701329,0.318439969
0.030952024,0.456946899,0.026457731
0.01106401,0.238061172,0.321051671
0.077979703,0.132805953,0.132106594
-0.290566987,-0.314538089,0.325295279
-0.198105771,-0.437372172,0.118301761
-0.112309774,-0.3337561,0.142931896
-0.177632797,0.411675168,0.113023497
-0.09586015,0.126557736,1.006473359
-0.401923172,0.208529741,-0.528879568
-0.227495328,0.036236359,0.680959825
-0.427538926,-0.285797502,-0.516641406
-0.242318571,-0.515172723,0.580735635
-0.12405122,-0.53927182,-0.467910813
0.999763065,-0.360763941,0.534168921
