V1,V2,V3
0.01892483,0.052257911,-0.027274919
-0.070069914,-0.756309015,0.120761689
-1.547506757,0.699872167,-0.297459886
-0.137223734,0.52564375,0.585025783
0.124245527,-0.352124596,-1.206545523
-0.329969907,0.391024119,0.409831483
0.395021851,0.61302632,-0.096938258
0.046526242,-0.242038676,0.046480196
1.828218918,0.272196148,-0.455796289
0.273897351,1.290223937,0.413744723
0.033979434,-0.909507312,-0.970267686
0.194306366,0.804257273,-0.109105279
0.02693087,-0.674582538,0.475622627
0.003929023,0.586794969,-0.703537633
0.000585907,-0.043814626,0.944419376
-0.000292519,0.029929875,-0.601232294
0.025470857,-0.06966535,-0.531216434
0.0567854,0.160215839,0.650179261
0.012297007,-0.243253232,-0.37724735
0.597219264,0.353490491,-0.16360092
-0.167242357,0.125560652,0.290728726
-0.033027657,0.252782754,-0.238253035
0.051526604,-0.954655836,0.180861134
-0.155711865,0.024597941,-0.607095589
0.361457161,0.242020732,0.155190863
0.086044433,0.078054974,-0.056248086
0.01127195,-0.03513041,-0.214644292
0.016798737,0.326623431,-0.428151582
-0.017869777,-0.265623378,0.455890645
-0.327862676,0.241662096,-0.419549904
0.017786642,0.020780838,0.373234933
0.086335257,-0.39441248,-0.456477545
0.012054974,0.174584956,-0.00134331
0.001661247,-0.045344634,0.08334628
-0.96224936,0.148590725,0.514034432
-0.190782603,0.669711886,-0.121126393
-0.036395199,-0.442234793,-0.288478828
-0.003742128,0.370657106,-0.238998423
0.265178418,-0.360107443,0.351564364
0.022535874,0.480418597,-0.536857518
-0.044375418,-0.391655907,0.39107717
0.08114619,0.493403144,-0.48024807
0.010985987,-0.367057493,0.590114965
-0.254840114,0.321620568,-0.645711601
0.145766365,-0.093012031,0.584693301
-0.042952558,0.184275028,-0.581167987
-0.023623233,-1.556582695,0.362011122
-0.113654307,1.224111879,-0.875991352
-0.01105424,0.180082432,1.060499035
0.122248775,-0.17220505,-0.606133723
0.011562582,0.234287392,0.246368826
0.00782163,-0.192519959,0.032916039
-0.009399886,0.170681417,-0.176351658
1.274430009,-0.184015739,0.244278643
0.515119652,1.095812411,-0.516767927
0.049918426,-2.329139266,-0.118200836
0.021631777,2.247382139,-0.954363816
0.085994853,-1.866597199,1.174496126
0.019604577,1.596293171,-1.347223126
-0.040875675,-1.359393591,1.350119592
-0.006064549,1.216697478,-1.71158509
0.037557671,-1.037360187,1.541812646
0.013936714,1.031743254,-1.426959236
-0.060981423,-0.874828201,-1.979747578
0.000518216,0.800300055,0.724609066
-0.104387621,-0.747314909,0.005463935
-0.983919856,0.700057337,-0.487769294
-0.135150832,0.137022757,0.398974902
0.067426697,0.006739229,-0.784408141
0.017926796,0.080270307,0.376822441
0.319487724,-0.054261817,-0.351242255
0.579548628,0.263302395,0.145692471
0.084334693,-0.025361819,-0.066277393
-0.014997402,0.098835522,-0.358404825
-0.002078588,-0.078264389,0.214577468
-0.304543871,0.077807094,-0.718217391
-0.041999434,0.1117886,-0.142633809
-0.005866437,-0.879905735,-0.11409374
-0.000261065,0.759498934,-0.423964218
0.131120746,-0.654212121,0.621049386
-0.943488577,0.65414701,-0.617982757
-0.087668709,0.107553561,0.637073021
-0.02788853,0.033521034,-0.907476457
0.046064032,0.097657643,0.480072984
0.006875602,-0.082941992,-0.183395557
-0.110063309,0.086300468,-0.551619157
0.051647245,0.024290037,0.374660777
-0.03333031,1.003562244,-0.242394417
0.009705042,-0.848458478,0.890183356
-0.01939622,0.998437392,-1.008469981
-0.013561034,-0.841994092,2.906407616
-0.001727486,1.083406479,-2.268374483
0.690810556,-0.929295753,1.877438383
0.128706125,1.313107173,-0.755817898
0.017747019,-1.033355404,0.505018173
0.462230959,0.900540479,-1.043714294
0.063741625,-0.31570929,0.989790908
0.006156531,0.063961539,-1.390448242
-0.089893672,-0.051532353,0.83846605
-0.01192947,0.167215552,-0.488905871
-0.001486467,-0.135355544,0.335229215
-0.031962351,0.811641271,-0.266974599
-0.705604648,-0.683978726,0.601640163
-0.097572292,1.135040843,-0.764665099
-0.01330282,-1.077493512,0.484105284
-0.00799758,0.944207932,-0.882292427
-0.087741333,-0.697376696,1.007527168
-0.135576961,0.666795966,-1.010389776
-0.03006455,-0.460735714,1.02288043
0.249033568,0.328253528,-0.993702726
0.03469614,-0.104689345,0.722421926
-0.430382479,0.114751362,-0.476015558
-0.032724873,0.255803154,0.423220649
-0.013497777,-0.171088724,-0.410540273
1.277843341,0.133795542,0.115299266
0.173130673,0.798862653,0.007661774
0.023852447,-0.562352137,-0.521468684
0.004021144,0.46021671,-0.124972339
0.0029155,-0.404331318,1.669820098
0.000415976,0.204910776,-0.401876898
7.11E-05,-0.17684156,1.135799332
-0.001049019,0.194894482,-0.80645006
-0.017079434,-0.169132316,0.579517377
-0.00758277,0.079857497,-0.464801426
-0.167200741,-0.056305178,0.32032762
-0.03779022,0.323184782,-0.267463685
-0.03442492,-0.284892399,0.226744526
-0.01290675,0.242043427,-0.449767287
-0.01060638,0.02319505,-0.004476658
-0.001748636,0.019608883,-0.089177436
0.009018011,0.035323738,0.060681739
-0.001720105,-0.042440172,-0.451013831
-0.000162338,0.005095745,0.126602559
0.001951751,-0.004018754,-0.074517295
-0.002841351,0.042838046,-0.058588545
-0.000696513,0.597750669,0.169782953
0.004391867,-0.532213451,0.283674301
-0.489758267,0.165807785,-0.282435371
-0.039141894,-0.237886212,-0.064637413
-0.015937952,0.234787634,-0.497002759
-5.027501328,-0.178511676,-0.053012063
-0.678047195,3.760975778,-0.122292289
-0.266882926,-2.726296833,-3.263759491
0.034088883,2.576618632,0.950931292
-0.09078735,-2.172847308,-1.034513766
-0.013453427,1.447671741,0.069207805
0.027706706,-1.241849847,-0.608945639
-0.046662455,1.074977428,-1.326276913
-0.105066692,-0.887264493,1.288235574
-0.01463669,0.842025965,-1.276155089
0.255219216,-0.382143205,1.136332537
0.168167335,0.588798087,-1.154527561
0.297931262,-0.368797225,0.851394136
0.046776547,0.528552793,-0.800393983
0.01809193,-0.350465224,0.588822937
0.125105478,0.420321842,-0.707817811
0.03562992,-0.270282952,0.176760252
-0.047246177,0.257371609,-0.371470877
0.041421967,0.010521494,0.34419811
-0.006301029,-0.099585655,0.126204078
-0.055982672,0.105751232,-0.166938163
-0.007452754,-0.053476946,0.37280046
-0.001078363,0.034483538,-0.301595619
0.066308709,-0.028780197,0.193596255
0.011304056,0.082206134,-0.015126318
-0.006256272,0.567289089,0.013105611
-0.000884401,-0.39171598,0.958726564
-0.018494298,0.406109186,-0.829877807
-0.005940742,-0.370461299,0.577670414
0.202139426,0.316223287,-0.58354482
0.034947128,-0.130968001,0.548817087
-0.000386264,0.403088782,-1.11913216
-0.003335175,-0.409596615,0.475752845
-0.021333352,0.418440184,-1.39525609
-0.003602577,-0.491623299,2.109583931
-0.328894515,-0.078157591,-1.72221897
-0.022442265,0.395909887,0.988348804
-0.00505954,-0.333748881,-0.597158529
0.0325106,-0.735344122,0.119440149
0.093325758,0.595953686,-0.32572396
0.015997176,-0.393963834,0.521968891
-0.102258579,0.390613055,-0.618028705
-0.196838157,-0.594863811,0.600116648
0.028563355,0.933750794,-0.793946547
0.062466031,-0.691150226,0.842497396
-0.253106307,0.700489835,-0.929217341
-0.119407571,-0.280847777,0.908379612
0.113496422,0.3375719,-0.891876702
0.01569113,-0.210958499,0.667993329
0.839646758,0.186160843,-0.623515321
0.129592434,1.167563341,0.94545863
0.09800957,-0.883060289,1.221639058
0.013455273,0.82365082,-1.356246976
-0.007170246,-0.696291145,1.187031002
-0.305805775,0.66890526,-1.114558494
-2.025665283,-0.350002995,2.286305087
-0.140448063,1.495275473,-1.82715763
0.030709241,-1.170056451,0.036236937
-0.00858815,0.915217635,-1.023160349
0.115410394,-0.778642027,0.937548899
-0.299831554,0.75029122,-1.00891279
0.348687247,-0.51081898,0.980213576
0.05861976,0.687999809,-1.119351065
0.47965185,-0.175389839,0.804574145
-0.417578193,0.362967359,0.528863109
0.233496272,-0.014563843,-0.757130996
0.112260435,0.181224998,0.216712084
0.019392064,-1.185495639,-0.186362463
-0.062900084,1.033765912,-0.52338365
-0.004205775,-0.841058379,0.813741973
0.00123523,0.158519321,-0.985919614
-0.022420194,-2.364889466,1.326205596
-0.26081976,2.043268326,-1.437329546
-0.157997971,-1.564243288,1.481852899
-0.03673376,1.454333578,-2.0684011
0.141900091,-1.242251558,1.693030218
0.186836352,1.164652638,-1.650297153
0.509212444,-0.846539118,1.432072304
0.082002388,1.072243619,-1.323531212
-0.290744229,-0.830944013,0.855227926
-0.081125749,0.799130094,-1.183715318
-0.164884506,-0.723107447,0.929637352
-0.024447393,0.736689536,-2.032073155
0.257620056,-0.601911159,1.513509001
0.034950845,1.766006725,-1.289648742
-0.00316619,-1.493357718,1.202045702
0.014373076,1.254368862,-1.812232941
0.041423963,-1.065196733,1.645755288
0.096055524,0.942149446,-2.133992984
-0.068566491,-0.738783292,3.210702383
-0.077186681,2.04922443,-2.276286841
-0.020108501,-0.746494639,1.978810693
0.038256977,0.639624446,-1.621376221
0.005997637,-0.553460391,1.450293769
-0.090814313,-0.268090226,-0.8314325
0.669995423,0.2955296,0.280494919
0.076350975,0.228784936,0.31680627
0.010338605,-0.150534863,-0.485778687
0.001335545,0.121026091,0.150388179
-0.054955583,-0.112659895,-0.142255292
-0.007582534,0.153856964,-0.034618351
-0.001027691,-0.126477783,0.078840679
0.001656516,0.126813925,-0.136337369
0.003371076,-0.112202041,0.168470196
-0.014659232,0.066581392,-0.197008078
-0.081244385,-0.097450162,-0.260959494
0.119701963,0.156685896,0.080637798
0.01546989,-0.047512153,-0.007802263
0.134413635,0.051841767,-0.018861564
0.027856622,0.0316005,0.034724687
1.934753763,-0.00716849,-0.023238615
0.266702219,3.428857223,-0.004302378
-0.415854682,-2.861599001,-0.773425836
-0.06048079,2.751566553,-0.42693763
0.169540111,-2.410345881,0.313525186
0.710554577,2.208636625,-0.956417407
0.634661393,-1.388158176,1.088681242
0.117447382,1.652527681,-1.608718895
0.428662017,-1.339672832,1.099502948
-0.034968199,1.456062417,-1.323697202
-0.021570764,-1.22131757,1.075664447
-0.078585197,1.062865037,-1.248207978
0.013157889,-0.849851332,0.226242331
0.238423414,0.740158942,-0.569059144
0.032911928,-0.656724513,0.587024647
0.013761971,0.661968313,-0.902882555
-0.005606886,-0.560609128,1.0330636
-0.004367241,0.491460665,0.182816425
-0.000160388,-0.68562332,0.253964093
0.397640606,0.480283497,-0.550108018
0.068673959,-0.128764988,1.592502999
0.026912246,0.159126316,-1.359397524
0.143688425,-0.117020379,0.904636026
0.05235685,0.294627166,-0.642754365
-0.023632481,-2.318015237,0.84460626
0.565172468,1.680910341,-1.093203766
0.077857602,-1.03887212,1.248536323
0.010758968,0.9579805,-2.179238271
0.001480037,-0.810575006,1.718476866
0.027233082,0.693053537,-1.484457222
0.003232128,-0.563491812,1.280197652
0.007383314,0.462377778,-1.362430918
0.541016085,-0.401379761,1.053794015
0.032881807,1.303271026,-1.099370864
-0.598281206,-1.10949781,0.906060852
0.145720548,1.350255388,-0.637443432
0.022864473,-1.038045875,0.59452889
0.039459251,0.878400301,-1.798704456
0.045503636,-0.722331138,1.37453801
0.002474582,0.625500418,-1.265683705
0.001265253,-0.534477382,1.092643997
-0.485881046,1.357171561,-0.6993081
-0.067026598,-1.381297569,1.002996776
-0.009138304,1.232190235,-1.517991273
-0.155702739,-0.620335269,1.409652453
-0.053003891,0.782661878,-1.219685553
-0.00746048,-0.636515317,1.049510155
0.002463732,0.540000633,-0.992672438
-0.000137852,-0.192411627,0.915266865
0.270362727,0.214131954,-1.496127566
0.078442936,0.010379034,1.285632107
0.064798278,-0.737223477,-0.863671818
-0.53288037,0.686413396,-0.12712009
-0.079870157,-0.162045842,0.149187643
-0.010183798,0.198687607,-0.59292565
-0.006788497,-0.186912753,0.426116245
0.000259796,0.474536409,-0.322347907
-0.018312765,-2.306668031,0.294357287
-0.060742896,1.488246756,-0.754226715
-0.008387926,-1.302948777,1.066141683
-0.00108968,1.150345606,-1.251665448
-0.002673064,-1.406367059,1.283126532
-0.000375514,1.167819532,-1.641905565
0.090480667,-1.428982356,1.402370926
0.025374209,1.295837904,-1.443522082
0.057897317,-1.09140956,1.361297101
0.030087466,0.3631693,-0.983917995
0.004319486,-0.32186509,0.777615252
-0.002597212,0.281267715,-0.694703691
0.626761336,-0.238320069,0.595261135
0.086795243,0.653569362,-0.508503328
0.06424762,-0.733824182,0.213988983
-0.011490122,0.65247063,-0.58406519
-0.269132904,-0.572904617,0.678801013
-0.204575706,0.692015799,-0.817814087
-0.030296528,-0.410223783,0.679024585
-0.153309271,0.092584567,-0.81531727
0.03562,0.030752578,0.529363556
-0.000314637,-7.66064882,-0.493647682
-0.008003461,6.298007238,-0.156165873
0.455471191,-4.722001811,1.042401884
0.05969124,4.374799776,-1.233525655
0.001058772,-3.595625889,1.055191605
2.000062213,3.084919893,-1.286382593
0.2858773,-1.044110588,1.447019106
0.039757574,1.190662062,-2.83846871
-0.000245494,-1.088354238,2.851748626
0.220470269,0.964372826,-2.258338051
0.219370908,-0.692971594,2.169164712
-1.263633316,0.777314941,-0.67968714
-0.174245762,0.260225253,0.643235919
-0.020597523,-0.250769145,-1.115110605
0.021128779,0.083725262,1.755013079
-0.178817412,0.077065882,-4.279582311
-0.024654454,0.061365875,2.713895793
0.558229363,0.536236536,-1.693618822
0.251787767,-0.056646206,1.472206643
-0.045198481,0.239537318,-1.332608181
-1.75E-05,-0.275586638,0.769344663
-0.02932168,0.253350072,-0.675922597
0.068535623,0.027749395,0.562083519
-2.268081194,0.783723461,-0.3403037
-0.21807319,1.59431981,0.571636417
-0.025919091,-1.210227257,-1.434630868
0.146472703,1.024049479,0.403747085
-0.105189509,-0.65105075,0.216116285
-0.014907717,0.501946296,-0.736727046
-0.09995788,-0.389416939,0.618202182
0.00663021,-0.219552988,-0.597730153
0.004441488,0.192585422,0.144754867
0.855454661,-0.161715025,0.415492551
0.185216875,0.681951039,-0.358830724
-0.905439943,-0.47528937,0.345576452
-0.11635181,-1.261813542,0.647960601
-0.014535176,1.16485856,-1.625366042
0.150362129,-1.029864415,1.477343707
0.074087046,1.042863519,-1.407586075
-0.017572787,-0.849587284,-0.433962708
-0.0029561,-0.322685602,-0.276080353
0.190321678,0.328164086,-0.057618529
0.001618419,-0.146965425,0.244923199
0.002343897,0.126875295,-0.438774264
-0.075607883,-0.107081601,0.295218806
0.181026881,0.903393726,-0.250168451
0.228426,-0.643788944,0.560382566
0.03214458,0.725539373,-0.84360967
-0.056289154,-0.755665068,0.743628349
-0.013577509,0.676211587,-0.781955642
-0.001960173,-0.569455541,0.287885576
-0.001735838,1.706666372,-0.520135616
0.004247327,-1.386988209,0.907964148
-0.266284893,1.191904137,-1.128233861
-0.206594053,-0.829849041,1.213291444
-0.094737853,0.236131337,-1.570478345
0.0641333,-0.120389298,1.207600471
-0.132596765,0.128256593,-1.06784635
-0.01753662,-0.030236606,0.525673235
0.073594629,-0.176452746,-0.538291341
-0.272552094,0.259867512,0.273296612
-0.714304152,1.319841289,-0.120695975
-0.720459522,-0.620878843,0.528626442
-0.086778101,1.052391507,-1.21532793
-0.006461701,-0.595247583,0.715440476
-0.002027912,0.465311623,-0.862276823
-0.114168718,-1.410479782,0.79908549
-0.015740001,2.317594259,-1.091508432
-0.379887915,-1.728349716,1.375443066
-0.043886161,2.09172588,-1.451206201
-0.006051612,-1.856477302,1.107449132
-0.000839219,1.595787853,-1.637157049
0.266818081,-1.285966614,1.583942519
-0.086822952,1.293808109,-1.497661713
-0.163001735,-1.793123871,1.267768545
-0.016036245,1.531785932,-1.465792981
0.121909132,-1.601852506,1.471190486
-0.079899426,1.461694022,-1.505734424
-0.133355922,-1.187023528,1.40343311
-0.019224882,1.119294341,-1.430035583
0.013814169,-0.950481948,1.290394897
-0.047747414,0.931982206,-1.442237869
0.073215802,-0.62058617,1.325020481
0.914472976,0.606521244,-1.225575445
0.125799966,0.291206666,1.038450737
-0.001622523,-0.153552409,-0.875289769
0.968639787,0.132788342,-0.012055798
-0.124444986,0.591575811,0.059040985
0.111046049,-0.662771275,-0.380728773
0.108761,0.732498413,-0.120358656
-0.363598693,-0.557216501,0.408798707
-0.025685048,0.738936344,-0.55450806
0.269968398,-1.26117989,0.490026105
0.027159105,1.269714547,-0.681121337
-1.333319502,-0.838288484,0.766905488
-0.245364612,1.487026676,-0.883032422
0.603825621,-1.09906865,0.118765942
-0.050947254,1.375398062,-0.777549881
0.077215896,-1.442368314,0.677962615
-0.229518409,1.286138455,-0.947774975
-0.049567919,-0.956588981,1.070057639
-0.062903681,1.051465571,-1.287180227
-0.009267621,-0.861019738,0.969403559
0.006489619,0.721752225,-1.084955009
0.000894877,-0.591911351,1.083905639
-0.078705965,1.261707198,-0.948999207
-0.011078014,-1.054088853,1.338072207
-0.00263784,0.905736998,-1.478012325
-0.009056146,-0.710813443,1.493379333
-0.024293845,0.295242969,-1.31038608
-0.041696146,-0.139146149,0.883167823
-0.004698999,0.149134726,-0.697813024
0.914370535,-0.057170925,0.552734146
0.1260864,0.738417626,-0.411583703
0.018084936,-1.265427702,-0.013073874
-0.074044584,1.154812051,-0.640787544
-0.034261367,-0.938991472,0.930405202
0.263754707,0.830015078,-1.240656691
0.030411133,0.434818838,1.16057782
0.009906634,-0.350901457,-0.615512754
0.053686371,0.239687122,-1.237996773
-0.016876245,-0.158157701,0.877967738
0.113798515,0.178332519,-0.703330417
0.048236389,-0.071257165,0.526933359
0.023261872,0.561256307,-0.42891141
-0.070100158,-0.444716242,0.554231067
-0.009584438,0.223454728,-0.624212322
-0.749800221,-0.157273923,0.509557509
-0.103379477,0.268210488,-0.416437674
-0.01421124,-0.110750852,-0.165270578
-0.0125749,0.105356525,-0.038492488
0.001047695,-0.065306582,-1.043681996
-0.311700126,0.040219352,-0.974423023
-0.08702911,-0.036009206,0.622591319
-0.369064715,0.050231016,-0.346258071
-0.050889406,0.227182606,0.176643298
-0.022792167,-0.173021971,-0.112278521
0.076319645,-0.012352532,-0.053473273
-0.054108089,0.064565662,0.00718912
-0.000304316,-0.41113654,-0.241626077
-0.000188292,0.352605324,-0.193089365
0.000641436,-0.300744026,0.300558545
0.026057266,0.260068123,-0.368605045
0.293112588,-0.204255619,0.392602846
0.224613875,0.396829475,-1.712758009
-0.273218353,0.09271003,1.059536711
-0.031640859,0.111050336,-1.370400384
-0.154324229,-0.072576868,0.639295997
-0.02068154,0.169143554,-0.473705572
-0.098829571,-0.214347276,0.278800672
0.044086798,0.25315309,-0.327742102
0.034300874,-0.264010786,0.225802227
0.004693398,0.228285592,-0.184582113
-0.14069798,-0.211401064,0.23252096
-0.527325383,0.276984597,0.712112332
-0.420739247,0.141035904,-0.358014718
-0.065564622,0.035150343,-0.084545106
-8.11E-05,0.016433658,0.16511177
0.049863839,0.041301256,-0.17431517
0.074918242,-0.000370611,-0.071971016
-0.111379612,0.036396892,-0.012351511
-0.016546524,0.076377961,-0.001220265
0.031537865,-0.239970473,-0.044571012
0.009829997,0.239469077,-0.555277637
-0.000806956,-0.202281425,0.448957409
-0.290359668,-0.409098153,0.425779442
0.368579585,0.594728643,-0.485546153
0.049337241,-0.587368214,0.418881702
-0.571714715,0.234508167,-0.861134765
-0.078285602,0.342998803,0.633301026
-0.010771228,-0.252898344,-0.59305405
-0.005575867,0.239126251,-0.220746477
-0.002774866,-0.241627787,-0.112860526
-0.266271503,0.222865671,-0.094531965
0.110684633,-0.000527894,0.242417389
