V1,V2,V3
-0.140030601,0.002762398,0.118697542
-0.058433628,0.107204153,-0.10077103
-0.029800311,0.012575143,-0.16421386
-0.023573243,0.014844882,-0.486026859
-0.359171119,0.121063778,-0.190651327
-0.161706451,0.246908369,-0.143865842
-0.06887273,0.787622507,-0.232908202
-0.055943084,-0.882850418,-0.614826521
0.002368223,0.236731853,-0.431544184
0.52789719,-0.033024175,-0.214832373
0.222897792,-0.370513574,-0.170511411
0.128427995,-0.090241833,-0.122064202
0.65925097,0.271283376,-0.135795654
0.28309248,-0.508192307,-0.180990235
0.485303669,0.431620897,-0.137002241
0.129437137,-0.445003143,-0.159435594
0.053755024,0.004528912,0.026657977
0.240906294,-0.170436583,-0.10832774
0.131319631,-0.248590207,-0.588186751
0.054801675,-0.05182402,-0.286858636
0.100267162,-0.036984223,-0.188509291
0.047349816,-0.239651968,0.176263619
0.033526804,0.009649564,0.390760604
0.009507464,-0.021715891,-0.314820799
0.004877386,-0.003209842,-0.193821017
0.005577325,0.02429719,-0.514991368
-0.010039966,-0.009430269,-0.234214905
-0.919452798,0.0098642,-0.142773827
-0.38373508,4.453640969,-0.155479235
1.319835984,-0.689146916,-0.110908396
-1.357177694,-0.545580996,-0.136654553
-0.642511821,0.745310204,0.001702786
-0.269288536,0.295781464,-0.026430256
-0.110418133,-0.180538156,-0.111010806
0.098390048,0.125203849,-0.315801489
0.154323333,-0.103980235,-0.096133043
0.286035195,-0.116556244,-0.38118781
0.387574413,-0.10383754,-0.203854373
0.13344254,0.838278005,-0.14473669
0.055666475,-0.303757639,-0.144018277
0.010736383,0.019044843,-0.158817808
0.012792314,-0.010449338,-0.711827793
3.03E-05,-0.006882934,0.03905521
-0.078636145,0.037155697,-0.145690545
0.671938039,0.058318756,-0.066834296
0.280053689,-0.479282792,-0.398404399
0.09080507,0.017803298,-0.177142791
0.093996757,0.022506526,-0.172217465
-0.138300821,-0.211649473,-0.162888405
-0.07046874,0.193169241,-0.147066302
-0.063988301,0.012989584,-0.079280395
-0.796222413,0.023655339,-0.141271594
-2.205320782,0.407133618,-0.148394407
-0.9202782,0.640843496,-0.12381208
-0.412277318,0.071490327,0.049162369
-0.201012543,0.085915168,-0.082236233
-0.038343083,0.131440108,0.049550999
-0.088658653,0.005107446,-0.12956085
0.448808297,0.060776297,-0.157304499
-0.301709915,-0.284891034,-0.158102
-2.305544241,0.383771013,-0.283690964
-0.963237914,0.750872452,-0.419442879
-0.395672478,1.118421222,0.09544248
0.292074336,-0.034119492,0.06325357
0.10984294,-0.18773207,-0.184814688
0.040516514,0.525348666,-0.641779323
0.016418102,0.1223097,-0.257940182
1.419022033,-0.025050573,-0.050169627
0.000308925,-0.688701432,-0.00350771
0.004050688,0.27070039,-0.008749713
0.001689138,-0.118473041,-0.127870779
-0.087767931,0.077158053,-0.111912763
-0.042247933,0.001337541,-0.149180309
-0.017498252,0.304476396,-0.177825078
-0.069840207,-0.054613109,-0.157007976
-0.029143642,-0.031323913,0.113239955
0.017094968,0.076085304,-0.088661203
0.049233535,-0.078671564,0.371717319
0.010437036,0.120496833,0.209974021
0.002219753,0.113183227,-0.0655934
0.000930755,-0.020951913,0.025670549
0.061416139,-0.201198636,-0.120769437
0.026061423,0.123331247,-0.134376874
0.187427414,-0.045076258,-0.153527084
0.090901658,-0.170186504,-0.160677114
-0.359368203,-0.025660799,-0.143409582
-0.04289044,0.481187676,-0.150626032
-0.0457445,-0.072794621,-0.149061307
