V1,V2,V3
0.36653279,0.379342517,0.025545884
-0.35645311,0.307002046,0.122229344
-0.284805359,0.259330401,0.193492158
-0.230318388,0.239378432,0.089485022
-0.182701519,0.233194349,-2.360344498
-0.169533469,-0.19264271,-2.124569747
-0.134450215,0.07479277,-1.918604219
-0.117488439,0.201580962,-1.631416918
-0.319974218,0.111294901,-1.304242358
-0.184516155,0.358736944,-1.154281827
-0.07786936,0.223884802,-1.094381532
0.437895461,-0.056656728,-0.995875814
0.347268172,0.245137225,-0.868635589
0.268760114,0.507202915,-0.499048278
0.196909603,0.411896042,-0.355147985
-0.213702932,0.216885525,-0.249911623
-0.074665689,0.184009556,-0.155760284
-0.192698593,-1.38209753,-0.187648019
-0.319232248,-0.142044616,-0.178894638
-0.254024219,-0.428374549,-0.206057806
0.126792371,0.08348383,-0.282445397
0.101874097,0.100110852,-0.325957297
-0.026519391,0.086194125,-0.297126828
-0.057275825,0.043820723,-0.419228598
-0.020977543,0.04653431,-0.370267139
-0.017048965,-0.194334289,-0.336360631
-0.05896664,-0.04005707,-0.370262105
-0.047978346,0.104934692,-0.563357558
0.003311406,0.903183285,-0.511545918
0.774299972,0.018969043,-0.463604586
0.421457176,0.524445104,-0.408888763
0.309639433,0.515390458,0.01635352
0.193620785,0.317091002,0.110843579
-1.262095326,0.189326705,0.164497677
-1.079690341,1.057190584,0.00876408
-0.963540755,1.546572356,0.940709584
-0.622102713,0.940888943,0.485262995
-0.493563459,0.530575121,1.330261236
-0.819145694,0.127498352,1.827830417
-0.622547774,0.609102064,1.455192638
-0.498208952,0.785435607,1.125138644
-0.924745366,0.481971851,0.789017311
-0.754572854,0.707024486,0.461250528
-0.618775568,0.636797582,0.219753134
-0.557431242,1.47017631,-0.018210053
-0.442046139,0.56892586,-0.378452783
-1.48696571,0.450051354,-0.420737254
-1.181099003,1.049677824,-0.477106326
-0.832616369,1.029059546,-0.462117947
-0.598252494,0.767539157,-0.634636015
-0.3383262,0.745884974,-0.734603813
-0.128032573,0.369241773,-0.973015474
0.227630089,0.123597911,-0.938463889
0.040658741,0.160673468,-0.852292953
0.092756614,-0.039856467,-0.419470123
-0.570852308,0.146065397,-0.359824662
-0.474604899,0.406906279,-0.297191767
-1.078059519,-0.108520531,-0.392295037
-0.739761521,0.69513892,-1.093496687
-0.349385738,0.61338356,-1.10957145
-0.277835893,-0.219276041,-1.138147876
0.338573745,0.137202327,-1.039807461
0.237775038,0.251110088,-1.65561038
0.188899755,0.173541377,-1.316156182
0.150157243,0.135232583,-1.064695635
-0.001445094,-0.070624637,-0.897043061
0.00725372,-0.22994645,-0.852120089
0.734737883,0.640132602,-0.319267444
0.474987492,0.332276112,-0.17730224
0.449409373,0.395168735,-0.037091933
0.356017454,0.38332144,-0.243968542
0.836498625,0.310764925,-0.113368357
0.674675217,-0.376964926,-0.026072127
0.565945705,0.494276002,0.154956013
0.475405848,0.420696997,0.025632789
0.378547211,1.396727926,0.148934697
0.028275399,0.510904163,0.240083221
0.29194961,-0.057490819,0.307348079
-0.025993114,0.336639779,-0.331954958
-0.019255089,0.075142434,-0.209470043
0.007886789,0.028239078,-0.067997199
-0.052575262,0.086453328,-0.028851914
-0.041387467,-0.048976446,-0.023617913
0.126472501,-0.24395193,-0.017838588
0.100292605,0.036246461,-0.019308002
0.009354734,0.169723015,0.868664382
-2.471403815,0.038683659,0.788547686
-2.051636688,1.638532351,0.699276852
-1.647619953,1.945865318,0.471839264
-1.320351903,1.584825858,0.209156792
-1.135525311,1.184371875,-0.574080479
-0.895112499,1.950526251,-0.752601309
-0.728815536,0.962994987,-0.895767531
-0.578089415,0.672950969,-0.584483278
-0.42711632,0.437007802,-0.68012777
-0.401306237,0.390059838,-0.013834984
-0.32094558,0.473955737,0.523749738
0.750668313,0.304797241,0.366470341
0.662116026,0.244062197,0.249678392
0.308625545,0.488856976,2.784470519
0.244692557,0.299459418,-0.087493729
0.212030725,0.226032197,-0.086852737
0.355809119,-0.019301405,-0.297091789
0.28249103,0.235109059,-0.838030287
0.209081508,0.189907981,-0.913812161
0.126817851,0.239781051,-0.753200049
0.127409222,0.130869283,0.336051589
0.10410504,0.108942641,0.351877276
0.068765749,0.09047352,0.331882921
0.053856058,0.093031503,0.317876986
0.035498998,0.479615717,0.173652571
0.066204929,0.116246328,0.280444903
0.019655912,0.067443029,0.250656673
0.027095862,-0.016997292,0.759790929
0.083229621,0.014648875,0.673337385
0.077498755,-0.231581645,0.446548211
0.003397884,0.003348614,0.245096297
0.246004326,0.34762548,0.395732497
0.163888071,0.230878729,0.391356479
0.13771953,0.147924431,0.526745004
0.066460265,0.109686073,0.696519878
-0.477840804,-0.013704477,0.648096714
-0.377782224,0.343906144,0.791323034
-0.297220366,0.308249165,0.622470581
-0.235745278,0.210979549,0.483706713
-0.18484443,0.733710705,0.355126285
-0.173845124,0.383123082,0.259274958
-0.177968337,0.191692531,-0.200381096
-0.141605665,0.121448389,-0.220358055
0.583701155,0.366300165,-0.191552574
0.516978466,1.209230997,-0.20257878
0.39590916,0.57855417,-0.116093542
0.33140089,0.380739952,-0.011808146
0.251857797,0.309632815,1.199585433
0.190165099,0.554893968,1.243212742
0.214249766,0.255717377,1.228467189
0.155410082,0.196314639,1.122986168
-0.347234745,0.13942409,1.057130999
-0.349850386,0.240629699,0.961262181
-0.277365872,0.284054638,0.76105236
-0.219744262,0.240577974,0.581948635
0.017149559,0.190200364,-0.046850037
-0.023110359,-0.048985828,0.050813622
0.020809743,0.005425106,-0.249909466
0.02423141,0.003432969,0.197725026
0.018884873,0.017121675,0.199275556
0.073370883,0.130935653,0.186200358
0.070102058,0.140418719,0.131284632
-0.008527524,0.351497943,0.149353251
0.116321175,-0.56371136,-0.270411763
-0.089743923,0.257447421,-0.190410356
-0.071146676,-0.096436011,-0.142089438
-0.056420051,0.03530583,0.238630082
-0.037084846,0.044175093,0.194099389
