V1,V2,V3
-0.979398932,0.196341198,0.037140567
-0.336650589,-0.152655632,-0.355714171
-0.844253461,0.077539214,-0.499735314
-0.73025482,0.081827251,0.115803609
-0.567344154,-0.079258906,-0.705731725
-0.643769187,0.026803526,-0.091446571
-0.629776255,-0.029350055,-0.541215489
-0.575359448,0.154395017,-0.213700615
-0.440254046,-0.119306754,-0.519995436
0.854670053,-0.900197274,-0.005796237
0.678895121,0.656385786,-0.254311598
0.399551536,-0.223964278,-0.491168808
0.333038951,0.262323087,-0.168756096
0.243354111,-0.184981145,-0.212232118
0.19330217,0.249388201,-0.077673917
0.315769178,-0.055829729,-0.077194478
0.20899491,0.819253045,-0.276399634
0.166010484,-0.635836405,0.240268785
0.064158128,0.485925925,-0.238451256
0.050579747,-0.449123732,-0.033660592
0.041865848,0.348469849,-0.043625882
-0.063416151,-0.277671591,-0.075897319
-0.054262882,-0.519570361,0.039841153
-0.044420004,0.228580314,-0.019374393
-0.061211334,-0.416428272,-0.059386577
-0.21612541,0.805888979,-0.071835729
-0.45874012,-0.603560705,-0.097421944
-0.364751553,0.217583737,2.341684514
-0.291679948,-0.140131969,-3.258704313
0.879307608,0.122648319,1.671054721
-0.744894658,-0.091235218,-1.289986902
-0.59154709,0.052030767,0.167864117
-0.46479856,-0.253821287,-0.813101922
-0.1178598,0.845482166,0.238544403
-0.080979476,-0.671367338,-0.506832645
-0.124491066,0.520970869,0.610209548
-0.098886681,-1.117240993,-0.540810889
-0.062595312,-0.616888241,0.310022902
-0.05280257,0.478268196,-0.200963469
0.003890959,-0.365281928,0.025930215
-0.648828611,0.2834276,0.240736134
0.003453676,0.212497244,-0.355442733
0.31889275,-0.180351163,-0.282160749
0.249522903,0.105030463,0.433699199
0.221051012,0.19089293,0.111460742
0.175597943,-0.346947931,-0.276103183
0.082482104,0.280658667,0.637252693
0.065585283,-0.448795628,-0.543971156
0.152206002,-0.201247759,-2.233888628
0.115366753,0.156164954,1.309601947
0.086337259,-0.121182884,-0.82558134
0.068538761,0.094577319,0.705941341
0.062588448,-0.055101086,-0.479777758
0.258635295,0.111182664,-0.034425484
0.179875122,-0.08276346,-0.037863946
0.156020113,0.082094585,-0.50345126
0.124940465,-0.052528375,0.162482482
-0.542802846,0.041151156,-0.417780223
-0.438535932,-0.065738994,0.165538322
-0.348572884,-0.20825819,-0.500376026
-0.276887234,0.155172759,0.013613048
-0.216474446,-0.375956056,-0.406843892
-1.021321396,1.304686953,-0.235925889
-0.811253806,-1.012465542,-0.621586873
-0.67552309,0.783304714,-0.268676946
-0.834836153,-0.602166118,-0.352169753
-0.648721126,0.290003846,-0.215260962
-0.475545186,-0.23289067,-0.550890461
-0.405615168,0.159365182,-0.115002834
-0.262399427,3.271569415,-0.310256557
-0.213984246,-2.54175684,-0.415871026
-0.169944184,1.66666917,0.214836782
-0.267634107,-0.672108625,-0.408385745
0.18521206,1.902342655,-0.421660796
-1.733822176,-1.38972908,0.117938337
-1.377299175,1.072758516,0.04948151
-1.060439081,-0.881727175,-1.420371795
-1.683171566,0.659494858,0.850080738
-1.337669682,-0.510576252,-1.13296936
-1.062593899,0.211367951,-0.480596805
-0.787956647,-0.206173859,-0.623887288
-0.431419654,0.161535539,-0.261630678
-0.349277161,-0.154787228,-0.598701945
-0.542837732,0.107051103,0.073068021
-0.175609166,-0.112018737,-0.327614452
0.041151133,0.08721181,-0.138567897
0.022826022,-0.067717063,-0.098130372
0.022451573,0.131926032,-0.003054662
0.023402346,-0.096998508,-0.029663853
